order_id,customer_id,order_date,total_amount,status
1276,646,2023-07-04,935.43,Completed
1277,108,2023-03-03,422.31,Completed
1278,786,2023-03-26,822.68,Completed
1279,191,2023-01-26,2187.27,Completed
1280,449,2023-10-12,568.56,Pending
1281,971,2023-03-16,2350.08,Completed
1282,520,2023-12-01,1392.39,Completed
1283,627,2023-10-15,363.48,Completed
1284,91,2023-03-27,1424.0,Completed
1285,312,2023-02-16,1479.91,Completed
1286,358,2023-03-30,933.08,Pending
1287,312,2023-07-08,789.36,Cancelled
1288,701,2023-07-27,153.19,Completed
1289,950,2023-04-21,1624.61,Completed
1290,668,2023-08-26,692.01,Completed
1291,202,2023-12-27,1417.98,Completed
1292,726,2023-04-09,568.56,Completed
1293,570,2023-03-07,581.88,Pending
1294,730,2023-05-03,306.0,Completed
1295,281,2023-12-17,984.18,Completed
1296,384,2023-07-31,1396.26,Completed
1297,342,2023-04-01,844.62,Completed
1298,796,2023-11-17,1411.17,Pending
1299,618,2023-05-02,1366.87,Cancelled
1300,14,2023-08-20,2472.91,Pending
1301,761,2023-11-12,852.84,Completed
1302,580,2023-05-10,396.16,Completed
1303,633,2023-05-18,752.36,Completed
1304,715,2023-03-06,1819.93,Completed
1305,346,2023-03-11,1495.08,Completed
1306,107,2023-08-30,305.49,Completed
1307,287,2023-01-25,1025.48,Completed
1308,102,2023-05-23,168.28,Completed
1309,331,2023-09-04,1152.52,Completed
1310,10,2023-04-13,1097.88,Completed
1311,701,2023-05-15,127.83,Completed
1312,539,2023-11-06,1562.67,Completed
1313,406,2023-03-02,1302.84,Completed
1314,615,2023-06-14,675.2,Completed
1315,392,2023-12-24,551.4,Completed
1316,12,2023-07-17,2858.75,Completed
1317,819,2023-09-09,1073.92,Completed
1318,107,2023-05-31,710.15,Pending
1319,885,2023-03-09,1248.83,Completed
1320,316,2023-12-17,41.7,Completed
1321,510,2023-08-22,479.56,Completed
1322,470,2023-05-09,603.12,Pending
1323,196,2023-12-06,1419.5,Completed
1324,888,2023-08-09,319.13,Completed
1325,867,2023-02-10,1987.85,Completed
1326,361,2023-04-14,2000.33,Completed
1327,235,2023-09-23,479.4,Completed
1328,133,2023-12-09,1791.08,Completed
1329,990,2023-02-24,2348.82,Completed
1330,135,2023-01-22,1417.45,Completed
1331,309,2023-07-02,403.86,Completed
1332,716,2023-10-10,1961.4,Completed
1333,438,2023-02-07,910.94,Cancelled
1334,953,2023-10-18,692.6,Completed
1335,787,2023-06-03,382.2,Completed
1336,105,2023-10-08,2196.59,Completed
1337,390,2023-03-13,1659.97,Pending
1338,723,2023-04-28,942.51,Pending
1339,292,2023-06-04,350.13,Completed
1340,147,2023-12-16,2530.57,Completed
1341,628,2023-05-27,2285.11,Completed
1342,289,2023-01-14,2368.48,Completed
1343,772,2023-02-25,1237.8,Completed
1344,68,2023-06-09,770.74,Completed
1345,331,2023-08-06,195.48,Pending
1346,550,2023-01-09,2469.96,Completed
1347,844,2023-10-05,305.49,Completed
1348,804,2023-09-06,676.39,Completed
1349,129,2023-05-18,41.7,Completed
1350,268,2023-03-25,469.77,Pending
1351,902,2023-03-16,320.73,Completed
1352,397,2023-04-03,490.12,Completed
1353,743,2023-08-22,958.37,Completed
1354,734,2023-06-18,2465.8,Completed
1355,372,2023-11-24,1156.11,Cancelled
1356,194,2023-01-03,1840.86,Completed
1357,935,2023-07-29,2704.35,Completed
1358,646,2023-11-17,455.02,Completed
1359,349,2023-09-13,97.82,Completed
1360,416,2023-08-19,1117.41,Completed
1361,401,2023-09-19,318.66,Completed
1362,577,2023-09-29,429.4,Completed
1363,735,2023-10-17,850.09,Completed
1364,498,2023-09-29,1041.04,Completed
1365,495,2023-08-05,434.1,Completed
1366,570,2023-03-04,1411.9,Completed
1367,268,2023-06-22,342.86,Cancelled
1368,610,2023-12-21,581.88,Completed
1369,533,2023-11-04,346.27,Completed
1370,817,2023-02-25,833.0,Completed
1371,34,2023-05-15,612.43,Completed
1372,506,2023-07-27,79.57,Pending
1373,372,2023-03-11,571.71,Completed
1374,965,2023-08-15,737.82,Completed
1375,841,2023-11-04,2076.04,Completed
1376,503,2023-05-09,465.42,Completed
1377,744,2023-10-06,1502.54,Completed
1378,327,2023-07-07,994.2,Completed
1379,607,2023-09-29,2691.36,Completed
1380,598,2023-12-30,92.76,Completed
1381,436,2023-10-28,1249.5,Completed
1382,252,2023-03-13,1042.89,Completed
1383,844,2023-07-06,356.44,Completed
1384,470,2023-08-04,2106.1,Completed
1385,660,2023-11-28,549.1,Pending
1386,524,2023-10-13,2012.58,Completed
1387,441,2023-12-04,224.88,Pending
1388,129,2023-11-26,909.06,Completed
1389,729,2023-10-14,804.05,Completed
1390,555,2023-09-25,1343.56,Completed
1391,409,2023-11-24,1198.81,Completed
1392,267,2023-10-09,864.11,Completed
1393,154,2023-12-09,1991.42,Pending
1394,331,2023-10-26,267.26,Completed
1395,419,2023-04-25,712.24,Completed
1396,982,2023-02-24,966.92,Completed
1397,775,2023-05-07,358.32,Completed
1398,771,2023-07-16,177.93,Completed
1399,881,2023-10-23,83.4,Pending
1400,447,2023-02-08,531.0,Completed
1401,533,2023-12-04,2392.96,Completed
1402,146,2023-01-17,1094.25,Completed
1403,926,2023-09-09,890.28,Completed
1404,461,2023-03-20,451.77,Completed
1405,613,2023-10-27,1262.07,Completed
1406,751,2023-03-04,1873.92,Completed
1407,235,2023-10-03,962.19,Completed
1408,463,2023-09-26,1594.58,Completed
1409,724,2023-08-24,125.86,Completed
1410,842,2023-11-29,422.31,Completed
1411,789,2023-03-18,422.31,Completed
1412,674,2023-08-03,987.18,Pending
1413,256,2023-08-05,2549.37,Completed
1414,652,2023-10-13,788.06,Pending
1415,53,2023-10-02,92.76,Completed
1416,334,2023-07-19,126.34,Completed
1417,703,2023-09-05,1421.24,Completed
1418,681,2023-06-08,612.0,Completed
1419,42,2023-07-01,1037.32,Completed
1420,80,2023-10-25,1316.68,Completed
1421,699,2023-12-16,1070.45,Completed
1422,770,2023-05-14,18.82,Completed
1423,881,2023-04-10,254.39,Completed
1424,529,2023-12-22,130.32,Completed
1425,59,2023-10-12,1470.59,Completed
1426,141,2023-02-09,334.66,Completed
1427,223,2023-04-21,1302.24,Pending
1428,216,2023-11-11,504.84,Completed
1429,306,2023-10-01,1108.51,Completed
1430,688,2023-07-20,971.78,Pending
1431,439,2023-01-19,106.53,Completed
1432,96,2023-02-20,904.4,Completed
1433,227,2023-07-10,594.57,Pending
1434,227,2023-05-17,1427.24,Completed
1435,909,2023-08-04,167.33,Completed
1436,280,2023-03-28,336.56,Completed
1437,199,2023-11-12,63.96,Completed
1438,837,2023-01-20,1935.06,Completed
1439,97,2023-08-18,434.72,Completed
1440,986,2023-09-06,31.48,Completed
1441,206,2023-08-13,2330.52,Completed
1442,199,2023-04-08,1978.76,Completed
1443,451,2023-12-12,2031.55,Completed
1444,795,2023-05-07,1346.62,Completed
1445,972,2023-06-04,1173.43,Completed
1446,679,2023-06-12,882.22,Completed
1447,136,2023-03-03,2821.73,Completed
1448,905,2023-04-25,2026.98,Completed
1449,321,2023-12-07,479.4,Completed
1450,156,2023-05-07,1293.56,Completed
1451,311,2023-01-25,1316.53,Completed
1452,242,2023-09-17,886.74,Completed
1453,381,2023-05-28,497.92,Completed
1454,102,2023-05-12,78.78,Completed
1455,162,2023-04-24,825.2,Completed
1456,379,2023-01-03,122.14,Completed
1457,482,2023-02-18,1189.73,Completed
1458,390,2023-12-16,1087.44,Completed
1459,182,2023-08-31,177.0,Completed
1460,478,2023-10-31,1751.91,Completed
1461,426,2023-01-04,252.68,Completed
1462,154,2023-01-13,44.64,Completed
1463,313,2023-09-02,633.81,Completed
1464,77,2023-04-01,1178.26,Completed
1465,648,2023-12-10,465.42,Completed
1466,903,2023-02-25,1554.47,Pending
1467,800,2023-01-12,641.46,Completed
1468,666,2023-06-12,1006.89,Completed
1469,846,2023-05-10,654.93,Pending
1470,652,2023-04-05,572.02,Completed
1471,898,2023-06-24,1295.12,Completed
1472,964,2023-11-29,1255.21,Completed
1473,265,2023-05-22,939.54,Completed
1474,162,2023-07-08,2452.66,Completed
1475,670,2023-07-06,424.5,Completed
1476,129,2023-05-01,1971.32,Cancelled
1477,89,2023-02-17,1653.76,Completed
1478,212,2023-12-21,420.69,Completed
1479,288,2023-11-13,1912.44,Completed
1480,345,2023-04-28,329.06,Completed
1481,256,2023-11-08,318.66,Pending
1482,935,2023-03-02,295.58,Pending
1483,641,2023-12-28,1604.5,Completed
1484,533,2023-10-21,34.29,Completed
1485,331,2023-03-03,2305.9,Completed
1486,583,2023-02-21,1647.5,Completed
1487,584,2023-06-29,513.76,Completed
1488,834,2023-03-31,1023.99,Completed
1489,730,2023-04-02,1361.62,Completed
1490,716,2023-09-22,188.79,Completed
1491,759,2023-12-12,1100.96,Completed
1492,660,2023-07-27,2165.85,Completed
1493,758,2023-01-08,2093.66,Completed
1494,420,2023-05-19,1608.28,Completed
1495,901,2023-06-22,454.94,Completed
1496,376,2023-03-27,1786.23,Pending
1497,476,2023-04-27,1352.1,Completed
1498,459,2023-01-05,1236.84,Completed
1499,534,2023-04-21,1656.04,Completed
1500,26,2023-03-05,456.34,Pending
1501,782,2023-07-30,549.88,Completed
1502,38,2023-03-09,1823.63,Completed
1503,96,2023-09-09,1814.5,Pending
1504,297,2023-06-03,2854.67,Completed
1505,610,2023-06-30,682.66,Completed
1506,352,2023-11-11,1141.34,Completed
1507,961,2023-06-28,889.58,Completed
1508,709,2023-07-09,199.25,Pending
1509,917,2023-11-19,507.9,Completed
1510,179,2023-12-19,661.02,Completed
1511,65,2023-11-21,1580.21,Completed
1512,927,2023-06-02,1492.35,Completed
1513,916,2023-12-11,514.22,Completed
1514,504,2023-03-23,1086.84,Completed
1515,871,2023-01-31,1274.88,Completed
1516,307,2023-05-22,73.62,Pending
1517,83,2023-05-28,192.86,Completed
1518,969,2023-10-27,59.31,Completed
1519,539,2023-11-19,795.96,Completed
1520,606,2023-10-18,117.34,Pending
1521,225,2023-03-28,1090.44,Completed
1522,998,2023-06-08,1160.21,Completed
1523,685,2023-07-06,3050.45,Completed
1524,802,2023-05-22,461.43,Completed
1525,344,2023-03-07,1012.8,Completed
1526,228,2023-08-07,827.32,Completed
1527,745,2023-03-09,613.78,Completed
1528,279,2023-03-09,537.48,Completed
1529,747,2023-08-29,895.67,Completed
1530,613,2023-08-07,528.96,Completed
1531,88,2023-04-04,1038.9,Completed
1532,260,2023-05-29,978.06,Completed
1533,241,2023-05-31,26.0,Completed
1534,124,2023-04-18,760.27,Completed
1535,161,2023-09-07,2677.67,Pending
1536,346,2023-03-29,352.02,Completed
1537,440,2023-07-13,403.77,Completed
1538,830,2023-03-13,2408.67,Completed
1539,593,2023-01-08,808.08,Completed
1540,741,2023-09-27,939.54,Completed
1541,441,2023-02-21,1828.62,Completed
1542,99,2023-09-20,310.16,Completed
1543,67,2023-06-10,706.45,Completed
1544,483,2023-06-24,1928.89,Completed
1545,526,2023-11-08,1368.69,Completed
1546,564,2023-07-04,512.12,Completed
1547,922,2023-06-08,59.31,Completed
1548,67,2023-01-07,437.58,Completed
1549,281,2023-11-02,421.14,Pending
1550,751,2023-11-25,291.28,Completed
1551,232,2023-12-21,798.85,Completed
1552,420,2023-01-28,111.18,Completed
1553,985,2023-02-19,1094.01,Completed
1554,520,2023-01-07,601.44,Cancelled
1555,285,2023-06-11,3507.1,Completed
1556,526,2023-03-28,692.01,Completed
1557,509,2023-10-30,1356.6,Completed
1558,798,2023-07-02,364.75,Completed
1559,203,2023-09-23,1809.06,Completed
1560,583,2023-09-22,295.58,Completed
1561,434,2023-10-09,942.49,Completed
1562,429,2023-10-20,224.88,Completed
1563,230,2023-05-17,1370.87,Completed
1564,726,2023-08-06,295.58,Pending
1565,589,2023-01-24,1821.8,Completed
1566,299,2023-02-04,993.27,Completed
1567,235,2023-07-02,840.4,Completed
1568,797,2023-12-24,55.22,Pending
1569,593,2023-10-08,273.0,Completed
1570,58,2023-07-09,1524.28,Completed
1571,312,2023-07-29,67.18,Completed
1572,382,2023-12-24,201.04,Pending
1573,821,2023-08-21,1066.06,Completed
1574,721,2023-10-19,1781.55,Cancelled
1575,866,2023-04-23,1134.96,Completed
1576,525,2023-12-14,541.66,Completed
1577,906,2023-10-23,448.32,Pending
1578,725,2023-06-02,1376.77,Completed
1579,599,2023-08-27,2317.32,Completed
1580,417,2023-03-29,1038.9,Completed
1581,692,2023-06-05,586.82,Completed
1582,762,2023-08-09,845.54,Completed
1583,557,2023-09-21,802.62,Completed
1584,594,2023-10-29,2270.95,Completed
1585,69,2023-07-19,140.64,Completed
1586,381,2023-12-08,925.53,Completed
1587,474,2023-09-09,773.98,Completed
1588,782,2023-05-20,651.15,Completed
1589,288,2023-05-15,758.88,Completed
1590,108,2023-04-04,768.18,Completed
1591,550,2023-06-30,2389.54,Pending
1592,600,2023-08-16,2281.6,Completed
1593,299,2023-01-21,658.12,Pending
1594,308,2023-07-24,271.64,Completed
1595,25,2023-08-09,257.06,Completed
1596,421,2023-02-17,1893.1,Completed
1597,917,2023-08-15,331.09,Completed
1598,209,2023-08-02,239.7,Completed
1599,29,2023-02-08,1494.26,Completed
1600,295,2023-02-12,734.66,Completed
1601,159,2023-04-18,1658.22,Completed
1602,530,2023-01-01,2022.53,Pending
1603,225,2023-06-19,1395.86,Completed
1604,674,2023-12-20,1363.59,Completed
1605,819,2023-01-07,1356.6,Completed
1606,154,2023-02-18,1123.08,Completed
1607,302,2023-11-10,459.57,Completed
1608,513,2023-05-27,1358.35,Completed
1609,21,2023-03-19,2184.16,Completed
1610,479,2023-04-17,817.43,Pending
1611,17,2023-10-25,1793.68,Completed
1612,637,2023-06-30,393.11,Completed
1613,383,2023-05-11,95.94,Completed
1614,126,2023-09-09,454.53,Completed
1615,11,2023-03-03,1040.32,Completed
1616,237,2023-01-08,691.29,Completed
1617,740,2023-12-09,2328.24,Completed
1618,538,2023-03-26,229.26,Completed
1619,250,2023-06-18,2677.72,Cancelled
1620,450,2023-01-15,2200.29,Completed
1621,213,2023-03-14,1505.74,Completed
1622,263,2023-06-20,67.18,Completed
1623,677,2023-12-13,100.77,Completed
1624,551,2023-03-12,743.55,Completed
1625,791,2023-06-15,835.64,Pending
1626,997,2023-04-07,1257.88,Completed
1627,594,2023-01-06,436.92,Completed
1628,776,2023-01-19,310.16,Completed
1629,918,2023-01-13,521.71,Pending
1630,416,2023-08-13,1262.07,Completed
1631,736,2023-10-18,165.66,Pending
1632,56,2023-10-31,1510.21,Cancelled
1633,238,2023-09-27,973.07,Completed
1634,252,2023-04-28,925.48,Cancelled
1635,823,2023-10-09,1061.64,Pending
1636,482,2023-02-16,1368.69,Completed
1637,647,2023-10-20,700.08,Completed
1638,699,2023-01-06,2792.8,Cancelled
1639,178,2023-10-11,470.46,Completed
1640,244,2023-06-29,401.88,Completed
1641,414,2023-03-16,1153.37,Completed
1642,621,2023-11-17,1579.53,Completed
1643,36,2023-02-24,1508.91,Completed
1644,658,2023-10-02,880.21,Completed
1645,885,2023-09-28,224.22,Completed
1646,76,2023-12-17,1524.6,Completed
1647,978,2023-08-23,209.74,Cancelled
1648,544,2023-10-25,334.66,Pending
1649,845,2023-08-03,2317.68,Completed
1650,425,2023-07-20,1515.84,Completed
1651,907,2023-12-18,944.68,Completed
1652,822,2023-11-27,442.31,Completed
1653,397,2023-05-24,341.33,Completed
1654,134,2023-10-04,1670.94,Completed
1655,945,2023-02-19,290.94,Completed
1656,433,2023-07-28,153.04,Completed
1657,293,2023-05-07,469.77,Completed
1658,876,2023-11-13,1044.46,Completed
1659,72,2023-08-03,468.77,Completed
1660,508,2023-01-24,724.96,Completed
1661,981,2023-11-24,504.84,Completed
1662,434,2023-10-16,214.7,Completed
1663,755,2023-10-09,439.37,Completed
1664,905,2023-06-18,636.68,Completed
1665,422,2023-05-15,549.88,Completed
1666,560,2023-09-12,1024.18,Completed
1667,137,2023-10-29,280.77,Completed
1668,580,2023-08-14,993.27,Completed
1669,614,2023-07-18,2208.24,Completed
1670,475,2023-09-12,2763.3,Completed
1671,552,2023-03-28,641.25,Pending
1672,951,2023-07-10,1394.79,Cancelled
1673,913,2023-12-31,1418.97,Completed
1674,840,2023-11-05,2951.61,Completed
1675,885,2023-02-10,3907.99,Completed
1676,245,2023-08-27,2365.31,Cancelled
1677,858,2023-06-15,195.81,Completed
1678,248,2023-08-21,545.17,Cancelled
1679,814,2023-03-22,1063.78,Completed
1680,278,2023-11-18,2025.77,Completed
1681,405,2023-07-14,295.58,Completed
1682,870,2023-07-12,2141.3,Completed
1683,456,2023-01-01,610.63,Completed
1684,682,2023-10-11,1219.58,Completed
1685,663,2023-04-05,1419.09,Pending
1686,114,2023-07-29,1039.29,Completed
1687,728,2023-07-30,783.42,Completed
1688,106,2023-02-16,1265.61,Completed
1689,857,2023-05-19,48.91,Completed
1690,371,2023-07-02,581.88,Completed
1691,931,2023-01-17,1593.2,Completed
1692,300,2023-08-07,33.09,Cancelled
1693,212,2023-08-16,990.51,Completed
1694,690,2023-06-05,754.42,Completed
1695,597,2023-04-25,1915.84,Completed
1696,285,2023-05-15,1345.98,Pending
1697,958,2023-03-15,1136.52,Completed
1698,301,2023-06-20,962.19,Completed
1699,48,2023-08-01,415.0,Completed
1700,132,2023-05-09,1548.32,Completed
1701,481,2023-02-16,1486.03,Completed
1702,585,2023-08-25,2483.14,Completed
1703,185,2023-09-17,1012.8,Completed
1704,861,2023-04-24,1133.58,Cancelled
1705,121,2023-04-30,291.28,Completed
1706,130,2023-08-06,591.16,Cancelled
1707,255,2023-01-12,179.16,Completed
1708,930,2023-08-28,798.84,Completed
1709,243,2023-02-20,269.24,Completed
1710,406,2023-08-30,230.67,Completed
1711,47,2023-01-04,111.84,Completed
1712,628,2023-07-20,483.46,Completed
1713,61,2023-12-08,1666.76,Pending
1714,18,2023-12-07,1779.78,Completed
1715,889,2023-03-15,1475.68,Completed
1716,164,2023-09-25,675.12,Completed
1717,698,2023-08-18,695.33,Completed
1718,295,2023-12-18,568.56,Completed
1719,397,2023-02-10,884.62,Completed
1720,648,2023-06-26,1958.67,Completed
1721,259,2023-07-31,1248.76,Completed
1722,803,2023-05-11,693.46,Completed
1723,616,2023-10-21,2507.02,Completed
1724,44,2023-06-24,167.33,Completed
1725,285,2023-01-20,306.0,Completed
1726,307,2023-06-28,942.98,Completed
1727,720,2023-02-02,1168.88,Completed
1728,561,2023-01-24,449.38,Completed
1729,326,2023-06-24,1284.64,Completed
1730,562,2023-07-26,73.62,Completed
1731,669,2023-06-22,1081.5,Completed
1732,82,2023-11-25,644.1,Completed
1733,381,2023-11-10,739.99,Pending
1734,846,2023-10-16,126.34,Completed
1735,812,2023-08-22,997.37,Completed
1736,808,2023-11-10,930.48,Completed
1737,614,2023-09-19,78.78,Completed
1738,175,2023-08-03,1882.31,Completed
1739,893,2023-06-16,416.7,Completed
1740,758,2023-11-10,1123.08,Completed
1741,267,2023-01-02,2077.44,Completed
1742,819,2023-01-10,483.46,Cancelled
1743,156,2023-09-21,83.4,Completed
1744,548,2023-11-15,1363.59,Completed
1745,660,2023-06-25,1100.21,Completed
1746,451,2023-02-16,966.92,Completed
1747,764,2023-02-18,214.7,Completed
1748,453,2023-06-09,1240.98,Completed
1749,109,2023-05-09,966.84,Completed
1750,112,2023-07-15,165.66,Completed
1751,32,2023-10-22,501.99,Completed
1752,261,2023-10-28,1060.34,Cancelled
1753,980,2023-09-11,1076.39,Pending
1754,534,2023-08-24,966.92,Completed
1755,784,2023-06-12,2069.95,Completed
1756,791,2023-12-18,827.32,Completed
1757,998,2023-11-07,1585.24,Completed
1758,594,2023-08-31,219.47,Completed
1759,570,2023-04-25,183.21,Completed
1760,558,2023-01-31,973.3,Completed
1761,33,2023-01-27,531.93,Completed
1762,412,2023-09-12,1999.38,Completed
1763,654,2023-01-30,1117.38,Completed
1764,723,2023-02-23,315.92,Completed
1765,463,2023-06-02,482.57,Completed
1766,391,2023-07-25,2623.1,Completed
1767,168,2023-01-10,1050.39,Pending
1768,551,2023-12-25,310.16,Completed
1769,435,2023-08-18,814.92,Completed
1770,565,2023-04-12,2465.81,Completed
1771,110,2023-07-30,513.66,Completed
1772,807,2023-02-02,385.37,Pending
1773,854,2023-08-15,502.72,Completed
1774,682,2023-11-19,748.72,Completed
1775,236,2023-05-25,55.22,Completed
1776,682,2023-05-31,307.62,Completed
1777,269,2023-06-16,833.8,Completed
1778,939,2023-04-17,576.53,Completed
1779,771,2023-09-16,1427.6,Completed
1780,802,2023-05-17,550.12,Pending
1781,615,2023-01-08,1267.74,Completed
1782,7,2023-12-05,1366.21,Completed
1783,550,2023-10-20,274.94,Completed
1784,217,2023-01-21,134.62,Cancelled
1785,420,2023-10-08,798.99,Cancelled
1786,912,2023-07-08,692.6,Completed
1787,68,2023-10-29,1431.54,Completed
1788,102,2023-05-20,1042.13,Completed
1789,519,2023-06-10,33.59,Cancelled
1790,287,2023-01-07,1021.81,Completed
1791,261,2023-04-07,1025.75,Completed
1792,939,2023-02-23,1739.14,Completed
1793,614,2023-10-22,413.66,Completed
1794,206,2023-02-23,1840.39,Completed
1795,518,2023-11-23,531.32,Completed
1796,965,2023-03-18,403.86,Completed
1797,192,2023-09-29,1361.52,Completed
1798,38,2023-12-08,1572.46,Completed
1799,43,2023-10-17,1483.86,Completed
1800,2,2023-08-18,1326.93,Completed
1801,508,2023-05-11,284.28,Pending
1802,451,2023-06-07,942.43,Completed
1803,878,2023-10-16,1261.37,Completed
1804,608,2023-02-12,47.22,Cancelled
1805,820,2023-12-02,1423.62,Completed
1806,915,2023-06-14,2033.68,Pending
1807,364,2023-09-24,698.41,Pending
1808,731,2023-12-31,758.88,Completed
1809,901,2023-01-29,139.14,Cancelled
1810,709,2023-11-14,501.62,Completed
1811,459,2023-08-01,924.55,Completed
1812,143,2023-12-30,1001.96,Completed
1813,651,2023-08-11,117.34,Completed
1814,312,2023-03-08,425.61,Completed
1815,585,2023-08-21,117.34,Completed
1816,778,2023-07-06,939.54,Completed
1817,409,2023-02-03,49.08,Completed
1818,305,2023-12-27,1038.9,Completed
1819,331,2023-11-28,792.95,Completed
1820,859,2023-05-27,1326.93,Completed
1821,970,2023-08-13,445.63,Completed
1822,634,2023-04-15,184.64,Completed
1823,1000,2023-03-27,329.91,Completed
1824,293,2023-05-01,976.06,Completed
1825,119,2023-05-04,675.2,Completed
1826,717,2023-10-10,585.01,Completed
1827,887,2023-06-20,951.52,Completed
1828,799,2023-04-18,1642.02,Pending
1829,198,2023-05-26,1742.56,Completed
1830,106,2023-10-12,1793.15,Completed
1831,198,2023-09-29,973.58,Completed
1832,280,2023-07-07,352.02,Completed
1833,41,2023-03-12,689.82,Completed
1834,819,2023-12-06,1943.21,Completed
1835,77,2023-11-27,1809.65,Completed
1836,873,2023-02-27,973.22,Completed
1837,672,2023-03-16,1667.96,Completed
1838,813,2023-07-13,1578.22,Completed
1839,689,2023-07-10,1455.4,Completed
1840,314,2023-05-08,1409.31,Completed
1841,631,2023-07-30,680.84,Completed
1842,140,2023-07-08,1089.02,Cancelled
1843,401,2023-04-04,3249.98,Completed
1844,249,2023-03-23,662.18,Completed
1845,367,2023-05-31,2026.6,Completed
1846,200,2023-07-17,273.5,Completed
1847,556,2023-09-30,1003.17,Completed
1848,161,2023-11-06,1546.18,Completed
1849,586,2023-05-09,1090.44,Completed
1850,120,2023-04-15,47.22,Pending
1851,138,2023-09-26,295.31,Completed
1852,535,2023-07-17,636.75,Completed
1853,870,2023-03-16,1203.93,Completed
1854,339,2023-12-08,603.12,Completed
1855,75,2023-01-01,909.06,Completed
1856,542,2023-05-02,396.16,Completed
1857,721,2023-03-20,438.94,Completed
1858,590,2023-04-02,334.66,Cancelled
1859,116,2023-06-30,2880.7,Pending
1860,575,2023-06-06,792.36,Completed
1861,6,2023-01-12,1050.28,Completed
1862,458,2023-12-26,411.34,Completed
1863,471,2023-08-29,133.63,Completed
1864,762,2023-12-13,1324.53,Pending
1865,191,2023-12-25,101.83,Completed
1866,479,2023-09-26,1353.48,Completed
1867,369,2023-10-24,689.82,Completed
1868,698,2023-06-20,586.22,Completed
1869,247,2023-06-30,1521.21,Pending
1870,966,2023-01-16,1933.98,Pending
1871,616,2023-07-06,3574.26,Completed
1872,741,2023-07-21,273.0,Completed
1873,77,2023-01-02,212.25,Completed
1874,206,2023-02-21,1796.3,Pending
1875,779,2023-04-21,100.77,Completed
1876,17,2023-07-27,770.74,Completed
1877,757,2023-09-27,2622.69,Completed
1878,300,2023-04-21,1400.08,Completed
1879,587,2023-05-05,52.52,Completed
1880,546,2023-03-31,1329.83,Cancelled
1881,139,2023-12-29,768.18,Completed
1882,463,2023-04-07,587.27,Completed
1883,953,2023-03-11,422.31,Completed
1884,890,2023-09-30,4060.98,Pending
1885,523,2023-03-05,833.0,Completed
1886,390,2023-06-26,1606.95,Completed
1887,42,2023-04-22,531.49,Completed
1888,851,2023-11-01,1609.04,Completed
1889,850,2023-05-03,684.51,Completed
1890,63,2023-09-17,543.28,Completed
1891,678,2023-03-10,852.84,Completed
1892,460,2023-10-04,248.96,Pending
1893,770,2023-10-17,1262.07,Completed
1894,689,2023-10-29,229.26,Cancelled
1895,54,2023-10-16,47.22,Cancelled
1896,989,2023-08-06,92.76,Completed
1897,770,2023-09-06,2227.53,Completed
1898,734,2023-02-12,764.4,Completed
1899,696,2023-03-01,320.72,Completed
1900,645,2023-12-28,257.06,Completed
1901,714,2023-01-01,1574.79,Completed
1902,40,2023-09-24,918.4,Completed
1903,533,2023-08-25,807.54,Completed
1904,419,2023-01-19,1154.89,Cancelled
1905,18,2023-12-24,944.59,Completed
1906,362,2023-10-31,887.9,Completed
1907,443,2023-07-23,2034.38,Completed
1908,804,2023-11-14,109.98,Completed
1909,197,2023-05-20,172.36,Completed
1910,446,2023-03-04,522.52,Pending
1911,699,2023-09-30,1181.64,Completed
1912,497,2023-04-05,748.72,Completed
1913,628,2023-03-09,295.9,Completed
1914,517,2023-07-16,2510.65,Completed
1915,995,2023-10-08,320.73,Completed
1916,601,2023-05-02,804.82,Completed
1917,609,2023-02-19,1223.03,Completed
1918,204,2023-01-08,1201.22,Completed
1919,220,2023-02-23,579.4,Completed
1920,16,2023-02-15,335.84,Completed
1921,893,2023-01-02,26.0,Completed
1922,751,2023-04-15,165.66,Completed
1923,597,2023-05-14,833.0,Completed
1924,260,2023-01-07,625.06,Completed
1925,198,2023-08-12,1437.72,Completed
1926,936,2023-12-20,1454.11,Completed
1927,265,2023-08-30,403.86,Completed
1928,572,2023-01-20,422.31,Completed
1929,689,2023-12-01,842.42,Completed
1930,765,2023-06-07,1263.69,Completed
1931,51,2023-10-14,1459.58,Pending
1932,24,2023-09-26,1764.52,Completed
1933,849,2023-04-08,542.52,Completed
1934,175,2023-04-03,425.87,Pending
1935,329,2023-01-21,1427.21,Completed
1936,597,2023-12-11,909.06,Pending
1937,209,2023-07-05,396.16,Pending
1938,351,2023-04-29,1178.25,Completed
1939,726,2023-07-16,2428.22,Completed
1940,538,2023-06-09,1671.94,Completed
1941,953,2023-09-22,128.53,Completed
1942,906,2023-11-03,379.44,Completed
1943,33,2023-03-23,1231.64,Completed
1944,566,2023-04-03,882.22,Completed
1945,604,2023-01-24,2198.93,Completed
1946,218,2023-06-04,644.1,Completed
1947,343,2023-10-29,1872.24,Completed
1948,975,2023-12-04,52.0,Completed
1949,681,2023-08-13,2383.29,Completed
1950,40,2023-12-17,1094.25,Pending
1951,863,2023-11-14,1267.62,Completed
1952,575,2023-06-09,895.97,Completed
1953,662,2023-06-25,577.05,Completed
1954,928,2023-08-04,855.22,Pending
1955,771,2023-10-25,179.16,Completed
1956,575,2023-04-17,1435.3,Completed
